year,female,wbhao,igen,lths,college,hinsured,employed,married2,children,gen1,gen2,gen3,rincp_all
2005,1,Hispanic,1st Generation,.47960591,.10381167,.56011665,.54891938,.67522115,.76034671,,,,11292.973
2005,0,White,2nd Generation,.038683306,.41404283,.84903866,.86763591,.65130341,.52585477,,,,58510.148
2005,1,White,2nd Generation,.023423664,.45879036,.90623468,.75192124,.68286598,.56110942,,,,33418.418
2005,0,Hispanic,2nd Generation,.17322695,.17187192,.74717605,.84251684,.58799505,.55827504,,,,37644.496
2005,1,Hispanic,2nd Generation,.15991978,.21371366,.80916369,.68994623,.57522488,.68345749,,,,24597.35
2005,0,White,3rd Generation,.061872322,.3259652,.86282068,.88075662,.70395499,.56315619,,,,52725.637
2005,1,White,3rd Generation,.048151124,.33289942,.88367546,.74666709,.69365174,.61120981,,,,28859.82
2005,0,Hispanic,3rd Generation,.13387488,.15238261,.7330572,.84760785,.61434519,.55105108,,,,40529.227
2005,1,Hispanic,3rd Generation,.17609477,.14945465,.7548334,.72311682,.56240553,.62215239,,,,23859.543
2005,0,White,All,.061465096,.33640447,.85915422,.88016593,.70424098,.56276679,.047526322,.046798527,.90567517,52807.195
2005,1,White,All,.048062325,.34297612,.88212568,.74169773,.69664818,.60993445,.045763057,.043505102,.91073185,28689.17
2005,0,Hispanic,All,.35121381,.11836898,.59390849,.8744452,.66168034,.62623525,.61060721,.18846543,.20092738,31369.369
2005,1,Hispanic,All,.34049946,.13784203,.65868086,.61975539,.62750852,.71157122,.55297738,.21206222,.23496041,15810.162
2006,0,White,1st Generation,.085942231,.49960244,.79390532,.90078193,.76015437,.60280275,,,,54614.848
2006,1,White,1st Generation,.065296784,.46903491,.83481872,.6571241,.77312863,.61664522,,,,22305.918
2006,0,Hispanic,1st Generation,.48628432,.087779514,.49333334,.90238655,.71460259,.68757433,,,,27914.256
2006,1,Hispanic,1st Generation,.44630247,.10598876,.54750121,.56537277,.68608785,.76849771,,,,11651.168
2006,0,White,2nd Generation,.035019703,.41775033,.86475569,.86015743,.66599739,.53241819,,,,54614.848
2006,1,White,2nd Generation,.027009416,.45159638,.90946871,.73292226,.68505722,.58216673,,,,30806.416
2006,0,Hispanic,2nd Generation,.15348256,.16908051,.7291503,.82853156,.56565505,.55069506,,,,38837.227
2006,1,Hispanic,2nd Generation,.15689197,.22250825,.78036565,.68482202,.53686631,.65423018,,,,23350.883
2006,0,White,3rd Generation,.057839297,.32761329,.86113822,.88990313,.69331992,.56070262,,,,53037.086
2006,1,White,3rd Generation,.04770698,.33630687,.87677997,.74636358,.69154853,.60786229,,,,29127.92
2006,0,Hispanic,3rd Generation,.13092163,.16058868,.73886859,.85361832,.61026818,.5568952,,,,40866.469
2006,1,Hispanic,3rd Generation,.16384646,.16269539,.75631821,.70005971,.5738225,.65445352,,,,24212.582
2006,0,White,All,.058067396,.33970335,.85822022,.88901824,.69511646,.56131893,.045905478,.046538025,.90755647,53194.863
2006,1,White,All,.047617681,.34751141,.8762629,.74163383,.6950506,.60714561,.046410177,.043756045,.90983379,28875.477
2006,0,Hispanic,All,.35508782,.1170835,.58506739,.87917352,.66661465,.63664985,.61907703,.18480209,.19612089,30347.65
2006,1,Hispanic,All,.31990787,.14356399,.64489192,.62176824,.62871009,.71800452,.55765784,.2088428,.23349939,15777.623
2007,0,White,1st Generation,.08861991,.4799346,.80347997,.89095211,.74173754,.55130786,,,,52900.066
2007,1,White,1st Generation,.080674574,.45459816,.81490594,.68048114,.76276588,.54653436,,,,23511.141
2007,0,Hispanic,1st Generation,.48118171,.085605949,.4603681,.89470828,.71997529,.65206558,,,,29000.992
2007,1,Hispanic,1st Generation,.44002938,.10539064,.52109003,.55764925,.71051174,.76641566,,,,11461.682
2007,0,White,2nd Generation,.029005302,.41276896,.85033029,.88248622,.64781052,.46238738,,,,56720.629
2007,1,White,2nd Generation,.048041679,.45420986,.89019686,.75270313,.66615909,.52756196,,,,34678.934
2007,0,Hispanic,2nd Generation,.15319782,.19273497,.75045693,.84887344,.59437859,.54801935,,,,41144.496
2007,1,Hispanic,2nd Generation,.14879271,.23230341,.77364433,.69347054,.5359965,.6661613,,,,24216.475
2007,0,White,3rd Generation,.062043764,.32973236,.85209256,.88316846,.65231156,.4749594,,,,52900.066
2007,1,White,3rd Generation,.045352697,.35736707,.87888354,.75635093,.67558855,.52791309,,,,29394.805
2007,0,Hispanic,3rd Generation,.12860648,.17113362,.72899842,.84292716,.56950289,.53677654,,,,38793.383
2007,1,Hispanic,3rd Generation,.13771324,.16322254,.76612097,.75598913,.52642983,.63290542,,,,23511.141
2007,0,White,All,.061765801,.34100115,.84964073,.88351512,.65645337,.47808006,.04871121,.047596559,.90369225,52900.066
2007,1,White,All,.04720562,.36658499,.87627238,.75246888,.67942214,.52880847,.048953708,.046034425,.90501189,29388.926
2007,0,Hispanic,All,.3514238,.12231132,.56685579,.87609416,.66732472,.61024314,.61874163,.18967445,.19158392,31740.041
2007,1,Hispanic,All,.31030646,.14497496,.6296553,.63129604,.63210779,.71501005,.56330115,.20742634,.22927251,15282.242
2008,0,White,1st Generation,.060231563,.46918371,.78385693,.8668201,.68866432,.49692708,,,,45839.855
2008,1,White,1st Generation,.057151385,.47748363,.82805943,.69307911,.73116034,.51608527,,,,27435.324
2008,0,Hispanic,1st Generation,.47205612,.090517096,.47102225,.87505245,.70975393,.63430434,,,,28578.463
2008,1,Hispanic,1st Generation,.43887651,.10869925,.5224756,.54519463,.70870298,.75077307,,,,10288.247
2008,0,White,2nd Generation,.034726236,.45481014,.89641899,.88670015,.61032361,.42337421,,,,60207.965
2008,1,White,2nd Generation,.030008439,.45612919,.90919632,.75066698,.60556197,.47976673,,,,35380.137
2008,0,Hispanic,2nd Generation,.14997424,.19724327,.72309262,.85443169,.56803602,.55942476,,,,40009.848
2008,1,Hispanic,2nd Generation,.1151698,.23063278,.79346585,.74747127,.52997947,.66154605,,,,25720.617
2008,0,White,3rd Generation,.058059841,.33604005,.85685849,.87467319,.64185911,.45816043,,,,51552.117
2008,1,White,3rd Generation,.040701374,.3688398,.88172293,.75484419,.66560704,.51321077,,,,29767.328
2008,0,Hispanic,3rd Generation,.1493195,.1586895,.72464913,.82292521,.54652756,.51758462,,,,35667.066
2008,1,Hispanic,3rd Generation,.14536442,.16500533,.77739584,.70632672,.5467872,.60971725,,,,23121.121
2008,0,White,All,.057112515,.34779599,.85513127,.87483764,.64268833,.45845661,.048086625,.045074727,.90683866,51669.863
2008,1,White,All,.040976588,.37816262,.88047296,.75170416,.66587514,.51175815,.0476248,.047528002,.9048472,29835.916
2008,0,Hispanic,All,.34439042,.12505841,.57114607,.86057925,.64933169,.5962773,.60403049,.19575565,.20021386,30864.74
2008,1,Hispanic,All,.3002007,.14847891,.64068174,.62673515,.63216931,.69873744,.55018395,.22021708,.22959897,16644.098
2009,0,White,1st Generation,.056979373,.50437665,.81158036,.84779406,.72341037,.4955667,,,,49648.5
2009,1,White,1st Generation,.051352344,.50230342,.82427764,.68062031,.74457324,.50832897,,,,23370.021
2009,0,Hispanic,1st Generation,.47190076,.092908069,.46785721,.81809449,.69341969,.65941781,,,,27521.34
2009,1,Hispanic,1st Generation,.44560394,.10485236,.51808149,.55318969,.69546485,.74842101,,,,11008.536
2009,0,White,2nd Generation,.039131671,.43019927,.86678106,.81683373,.57449728,.36399367,,,,55042.68
2009,1,White,2nd Generation,.036395162,.45998812,.89841491,.73963612,.63275409,.44750029,,,,33025.609
2009,0,Hispanic,2nd Generation,.17957824,.18827689,.72622615,.77866018,.55878323,.54724711,,,,37913.398
2009,1,Hispanic,2nd Generation,.13150923,.21176448,.77366495,.68840432,.53556132,.68361276,,,,24218.779
2009,0,White,3rd Generation,.057642817,.32629576,.84961724,.82842737,.6358602,.46112487,,,,49540.613
2009,1,White,3rd Generation,.043605167,.36151817,.87371671,.73435026,.66592503,.51594251,,,,28071.768
2009,0,Hispanic,3rd Generation,.13168129,.16168141,.73583698,.77998203,.56198883,.5272041,,,,36328.168
2009,1,Hispanic,3rd Generation,.14394304,.14247811,.76389462,.68535674,.53067023,.61649233,,,,24042.643
2009,0,White,All,.05673774,.33967444,.84861684,.82880205,.63713157,.4581807,.047594577,.047187779,.90521765,49571.438
2009,1,White,All,.043645773,.37279373,.87247896,.73201531,.66817498,.5124346,.047974419,.045916997,.90610856,28056.355
2009,0,Hispanic,All,.34143719,.12682793,.57646853,.80208826,.63850361,.60901541,.58724183,.20804666,.2047115,30823.9
2009,1,Hispanic,All,.30743358,.13674808,.63059354,.61320692,.62251264,.70369929,.55088991,.21645842,.23265165,15852.292
2010,0,White,1st Generation,.082535207,.46865672,.76100928,.84390146,.70279187,.48121062,,,,44190.027
2010,1,White,1st Generation,.05772939,.49648863,.78921866,.65711498,.74682307,.53897887,,,,22095.014
2010,0,Hispanic,1st Generation,.45422122,.10482377,.42992553,.81826788,.6599732,.6705609,,,,25297.525
2010,1,Hispanic,1st Generation,.42700246,.11867111,.50315827,.53830695,.67434531,.75671881,,,,11046.954
2010,0,White,2nd Generation,.052881852,.42368239,.81768757,.80280071,.56175506,.37867701,,,,51922.895
2010,1,White,2nd Generation,.037200674,.48689938,.89220983,.74043685,.63496977,.47590306,,,,35350.254
2010,0,Hispanic,2nd Generation,.15434456,.20204479,.66024125,.77700031,.53025723,.56674534,,,,33998.105
2010,1,Hispanic,2nd Generation,.12709068,.23784074,.76228172,.69589579,.50118726,.68565232,,,,24303.299
2010,0,White,3rd Generation,.056315195,.32840285,.81958205,.81656176,.61922944,.45523185,,,,47515.16
2010,1,White,3rd Generation,.044239379,.3599844,.8536793,.73141831,.65535206,.5192318,,,,28326.6
2010,0,Hispanic,3rd Generation,.12145608,.16803956,.70381713,.75578398,.51527131,.50924289,,,,37614.879
2010,1,Hispanic,3rd Generation,.12208864,.17910691,.72747105,.66283929,.50211394,.62505788,,,,22099.432
2010,0,White,All,.057444826,.34018594,.81657547,.81722534,.62047905,.45265588,.049697205,.050512973,.89978981,47579.23
2010,1,White,All,.044571389,.37225676,.8523131,.72825134,.65883332,.51823223,.048082042,.044982526,.90693545,28302.297
2010,0,Hispanic,All,.3226867,.13847096,.53463781,.79680508,.60292304,.61573589,.58346105,.21512453,.20141445,28390.672
2010,1,Hispanic,All,.29211718,.1585445,.61085504,.60111767,.59732962,.71133006,.55401951,.21997866,.22600184,16305.305
2011,0,White,1st Generation,.073251627,.45786518,.7611627,.8270095,.69149661,.49330878,,,,45658.445
2011,1,White,1st Generation,.067536168,.50023186,.81358403,.65772867,.78531885,.53686154,,,,21742.117
2011,0,Hispanic,1st Generation,.45307928,.086493902,.44812381,.83766264,.65737414,.65001643,,,,24459.881
2011,1,Hispanic,1st Generation,.42844337,.11072344,.51611924,.52752393,.65988499,.75187767,,,,10871.059
2011,0,White,2nd Generation,.053293675,.44963747,.83734131,.83841974,.58287793,.41940209,,,,50006.867
2011,1,White,2nd Generation,.021652231,.4901565,.88393188,.77226299,.59799856,.45910838,,,,35611.414
2011,0,Hispanic,2nd Generation,.15411806,.18999562,.71920395,.80083859,.52377385,.55498832,,,,33700.281
2011,1,Hispanic,2nd Generation,.12575404,.24018125,.7814067,.6818651,.48552379,.64472276,,,,22611.801
2011,0,White,3rd Generation,.055193789,.3435477,.82056212,.82529187,.60850769,.44065872,,,,46833.605
2011,1,White,3rd Generation,.04276678,.37522864,.85454834,.72916657,.64697516,.51315975,,,,28264.752
2011,0,Hispanic,3rd Generation,.12267648,.15754725,.70691586,.74829668,.51012647,.50047582,,,,32632.742
2011,1,Hispanic,3rd Generation,.12759972,.19275416,.76992679,.64294279,.50996888,.66180086,,,,21742.117
2011,0,White,All,.056003019,.35428905,.81840104,.82600188,.61142296,.44227058,.04981821,.047565814,.90261596,46998.848
2011,1,White,All,.042964783,.38662913,.85396093,.7277596,.65131921,.5117597,.04802563,.04696111,.90501326,28264.752
2011,0,Hispanic,All,.3194041,.12377593,.56086212,.81109273,.59772086,.59828341,.5747031,.21767686,.20762004,27177.646
2011,1,Hispanic,All,.28999111,.15938519,.63523197,.5895263,.5854218,.70658082,.5412131,.2325072,.22627968,15435.815
2012,0,White,1st Generation,.050673008,.49995598,.75134426,.85643858,.68773359,.48418206,,,,47424.336
2012,1,White,1st Generation,.041193485,.50497651,.80802011,.63942862,.76634485,.5348804,,,,20023.607
2012,0,Hispanic,1st Generation,.4139125,.10676679,.46860141,.85434359,.66111672,.63946134,,,,25292.979
2012,1,Hispanic,1st Generation,.404223,.12631693,.50023252,.55129874,.67388952,.75140965,,,,10538.741
2012,0,White,2nd Generation,.033002686,.49464366,.82984614,.84784114,.6080634,.4475697,,,,52693.703
2012,1,White,2nd Generation,.022857999,.49520808,.88140541,.75564349,.60641575,.4929812,,,,35032.883
2012,0,Hispanic,2nd Generation,.15329891,.19042407,.68634301,.78028613,.50948608,.52700239,,,,33776.664
2012,1,Hispanic,2nd Generation,.12988029,.25634345,.74985194,.67496395,.52422667,.64961469,,,,21077.482
2012,0,White,3rd Generation,.054408025,.3423335,.83072639,.83267105,.60874319,.43761176,,,,47424.336
2012,1,White,3rd Generation,.041441649,.38246882,.85713005,.72385204,.64091527,.50399631,,,,27594.639
2012,0,Hispanic,3rd Generation,.11869631,.17063245,.73661721,.75440359,.51008654,.50855219,,,,32143.16
2012,1,Hispanic,3rd Generation,.13448153,.20585948,.75035614,.69969237,.46315014,.61736637,,,,22133.463
2012,0,White,All,.053250328,.35733563,.82658905,.83458173,.61278999,.44046456,.051619265,.045077603,.90330315,47424.336
2012,1,White,All,.040646866,.39350358,.85562992,.720855,.64590394,.50511861,.051347401,.042082194,.90657037,27479.768
2012,0,Hispanic,All,.29437232,.13865785,.57295811,.81700778,.59591466,.58713973,.56916344,.22107373,.20976283,28454.6
2012,1,Hispanic,All,.27436697,.17673652,.61946666,.61600769,.58840179,.69540495,.52280158,.24685074,.23034768,14754.237
2013,0,White,1st Generation,.060210332,.49132955,.75622809,.86909348,.71476161,.49083334,,,,49430.359
2013,1,White,1st Generation,.0707215,.45751321,.76467657,.5937804,.76568609,.55869836,,,,15897.658
2013,0,Hispanic,1st Generation,.43433574,.10769241,.46223843,.86724705,.66198194,.63453168,,,,25807.887
2013,1,Hispanic,1st Generation,.3792986,.1345676,.51822311,.53941578,.66809446,.74444592,,,,10323.154
2013,0,White,2nd Generation,.0292689,.4841525,.85298848,.83442003,.57344639,.39657432,,,,53083.727
2013,1,White,2nd Generation,.019713685,.5505923,.88534826,.74980074,.63047731,.48466751,,,,35173.051
2013,0,Hispanic,2nd Generation,.11749852,.20434293,.71788663,.82357657,.50579643,.49863726,,,,36131.039
2013,1,Hispanic,2nd Generation,.11927681,.24714038,.78075659,.66604483,.49907184,.59731197,,,,21472.162
2013,0,White,3rd Generation,.053566296,.35359031,.82533914,.83642268,.59690094,.44264281,,,,46454.195
2013,1,White,3rd Generation,.039803144,.38856238,.85971862,.72971261,.63204539,.5068211,,,,27955.102
2013,0,Hispanic,3rd Generation,.13178119,.17585376,.71247125,.79063523,.46468869,.50853276,,,,34066.41
2013,1,Hispanic,3rd Generation,.10234951,.22087687,.76111513,.6617924,.50082707,.60086405,,,,21472.162
2013,0,White,All,.052787818,.36607128,.82328027,.83789533,.60148132,.44286963,.047842305,.045121863,.90703583,46459.355
2013,1,White,All,.040453762,.39932781,.8560918,.72377926,.6386975,.5084331,.050304495,.045034237,.90466124,27872.518
2013,0,Hispanic,All,.30053213,.14343075,.57148683,.84145844,.58589125,.57793528,.56820369,.22136553,.21043076,28904.832
2013,1,Hispanic,All,.25035945,.1825942,.63988316,.59930843,.58724076,.67453259,.51922959,.24869709,.23207331,15484.731
2014,0,White,1st Generation,.076582387,.54973179,.76401836,.88773763,.7447567,.52468836,,,,50897.031
2014,1,White,1st Generation,.070555627,.51851255,.80485755,.62785262,.75749469,.55600137,,,,20350.672
2014,0,Hispanic,1st Generation,.4467642,.10073334,.54461032,.87883461,.66720939,.66084129,,,,25438.34
2014,1,Hispanic,1st Generation,.40643245,.13827816,.58829641,.54905277,.66255987,.71487314,,,,11192.87
2014,0,White,2nd Generation,.031585567,.43745837,.85492128,.85741431,.52909368,.36409757,,,,50429.984
2014,1,White,2nd Generation,.027748376,.53163564,.88711429,.74231386,.61101556,.49775377,,,,33598.961
2014,0,Hispanic,2nd Generation,.11810391,.21164247,.76748788,.81887209,.49896014,.47217318,,,,34596.145
2014,1,Hispanic,2nd Generation,.099228188,.26090574,.78734595,.71514785,.47868541,.6231429,,,,21368.205
2014,0,White,3rd Generation,.052049726,.35401139,.85181236,.83905882,.59815675,.44466069,,,,45993.535
2014,1,White,3rd Generation,.03504242,.40323013,.86907423,.73722732,.62532973,.51162297,,,,28193.82
2014,0,Hispanic,3rd Generation,.12083865,.20314687,.74893481,.7746138,.46042794,.51212436,,,,31543.541
2014,1,Hispanic,3rd Generation,.11608903,.20027284,.81315857,.67822415,.48075837,.62663144,,,,23098.014
2014,0,White,All,.052306637,.36748275,.84764642,.84229827,.6021561,.44485953,.049090795,.046296377,.90461284,46604.059
2014,1,White,All,.036572587,.41505075,.86652589,.73173153,.63160253,.51332086,.052342806,.045063447,.90259373,28033.051
2014,0,Hispanic,All,.29760587,.14941464,.64211458,.84184915,.58213288,.58359671,.5443458,.23731641,.21833779,28490.941
2014,1,Hispanic,All,.26322344,.18290208,.68963456,.62001127,.57497764,.67175168,.5210616,.24627385,.23266459,15265.039
2015,0,White,1st Generation,.046634596,.50373083,.85224509,.86330098,.73444319,.51980174,,,,48396.598
2015,1,White,1st Generation,.035670202,.56325489,.87080288,.63223213,.72279841,.53851014,,,,20423.461
2015,0,Hispanic,1st Generation,.43719679,.10181591,.599549,.89250362,.66667169,.62426466,,,,28032.203
2015,1,Hispanic,1st Generation,.397863,.14580876,.66781956,.5468052,.66413027,.70794737,,,,10011.501
2015,0,White,2nd Generation,.028025785,.48726127,.9002161,.86132377,.54918325,.4356536,,,,55063.254
2015,1,White,2nd Generation,.012203016,.55771118,.93307441,.77712268,.63622403,.50814694,,,,32075.848
2015,0,Hispanic,2nd Generation,.10504103,.21833035,.81720674,.85398436,.49063957,.50512916,,,,36041.402
2015,1,Hispanic,2nd Generation,.094497204,.22719356,.85406077,.70352787,.51105565,.64291871,,,,22025.303
2015,0,White,3rd Generation,.048870571,.36747304,.88109326,.84891784,.60279298,.4493596,,,,48055.203
2015,1,White,3rd Generation,.037661009,.41693595,.89823645,.73991656,.63065916,.51472807,,,,28321.535
2015,0,Hispanic,3rd Generation,.11226253,.20197602,.80571175,.79060149,.48674351,.47944465,,,,36041.402
2015,1,Hispanic,3rd Generation,.13047963,.21614222,.84937489,.66169959,.49934292,.60227096,,,,20723.807
2015,0,White,All,.047836076,.37920776,.88059258,.85014594,.60657871,.45205322,.046916056,.044595789,.90848815,48137.297
2015,1,White,All,.036439568,.43057111,.89837432,.73607767,.6355896,.51564789,.05085301,.044002041,.90514493,28122.307
2015,0,Hispanic,All,.29411581,.1493375,.69200248,.86351067,.58935201,.56748575,.56503731,.24187365,.19308902,30034.502
2015,1,Hispanic,All,.26335561,.18158127,.75428152,.61110502,.58959097,.66831774,.53013551,.2466047,.22325978,15017.251
2016,0,White,1st Generation,.034869075,.59203225,.84371006,.8840493,.71910602,.49970698,,,,51205
2016,1,White,1st Generation,.04615394,.56456071,.86927474,.66538918,.74027902,.54605061,,,,23800
2016,0,Hispanic,1st Generation,.40110895,.10426628,.66981107,.90324366,.65526444,.62172604,,,,30000
2016,1,Hispanic,1st Generation,.36597684,.13544624,.71112728,.57447702,.65687299,.72173566,,,,12000
2016,0,White,2nd Generation,.011307234,.5018844,.91280419,.86357504,.52251828,.4151051,,,,54212
2016,1,White,2nd Generation,.018090505,.53487271,.92823863,.8074736,.59292549,.47466484,,,,35000
2016,0,Hispanic,2nd Generation,.093979001,.23738553,.8578136,.85395128,.4721044,.48499647,,,,35400
2016,1,Hispanic,2nd Generation,.10533234,.24335887,.8839156,.68830442,.46651962,.61530441,,,,22500
2016,0,White,3rd Generation,.048834015,.37610149,.89322931,.85704124,.59445435,.44292423,,,,50002
2016,1,White,3rd Generation,.03699632,.42895666,.90987623,.75014037,.62714446,.50403947,,,,30013
2016,0,Hispanic,3rd Generation,.10222503,.20130607,.82895261,.81063038,.50276464,.47682694,,,,34001
2016,1,Hispanic,3rd Generation,.09744788,.2616412,.8726393,.69571841,.47016454,.60969859,,,,24000
