year,wbhao,centcity,igen,lths,college,hinsured,employed,married2,children,gen1,gen2,gen3,rincp_all
2005,Hispanic,0,1st Generation,.45922774,.10413681,.53498948,.7407707,.71809292,.71622914,,,,22585.945
2005,Hispanic,1,1st Generation,.50450963,.08652208,.51788074,.73223758,.6493603,.70634723,,,,19574.486
2005,White,0,2nd Generation,.029744938,.41156435,.88758534,.81836867,.69966805,.57916743,,,,45799.277
2005,White,1,2nd Generation,.035777189,.51383209,.8438853,.78670514,.56226981,.4286634,,,,43954.762
2005,Hispanic,0,2nd Generation,.15048806,.22081114,.79942018,.80901676,.63524139,.63591427,,,,32975.48
2005,Hispanic,1,2nd Generation,.1896286,.15296958,.74851066,.70152485,.50371134,.60132617,,,,27605.045
2005,White,0,3rd Generation,.057850447,.30782881,.8762359,.8143943,.72339374,.60924393,,,,39160.266
2005,White,1,3rd Generation,.040463004,.43400091,.86016232,.80196178,.57962513,.48387906,,,,42787.82
2005,Hispanic,0,3rd Generation,.16257085,.1350175,.73846734,.78080148,.638623,.64031553,,,,31369.369
2005,Hispanic,1,3rd Generation,.14308672,.17997722,.75505275,.78774518,.49360472,.49138865,,,,31369.369
2005,White,0,All,.056841794,.3168976,.87508273,.81287199,.72497314,.6096459,.036300559,.042062446,.921637,39525.406
2005,White,1,All,.04484953,.44121206,.85209793,.7952016,.59116435,.48536018,.09247493,.058697212,.84882784,41422.625
2005,Hispanic,0,All,.32738575,.13470221,.63591224,.7638576,.68274558,.68223035,.56368834,.19921976,.23709193,25722.883
2005,Hispanic,1,All,.37336096,.11743179,.60875469,.7365253,.59084648,.64483839,.61131293,.20050247,.18818462,22836.9
2006,White,0,1st Generation,.078918152,.45922363,.82543594,.78914481,.78503996,.63184768,,,,36409.898
2006,White,1,1st Generation,.069591433,.52383649,.79785055,.7542485,.73735005,.57444221,,,,36721.809
2006,Hispanic,0,1st Generation,.44093114,.10161763,.52771044,.75500071,.72810364,.7393527,,,,21847.152
2006,Hispanic,1,1st Generation,.50315404,.088788383,.50498861,.7450906,.66818124,.70444959,,,,19418.613
2006,White,0,2nd Generation,.0335082,.40651196,.89169157,.79595435,.70091689,.57372165,,,,42487.926
2006,White,1,2nd Generation,.024029665,.51469821,.87308592,.8007853,.60237867,.50920415,,,,41675.984
2006,Hispanic,0,2nd Generation,.15815562,.21603134,.76416379,.7873252,.60805273,.62840861,,,,31555.246
2006,Hispanic,1,2nd Generation,.1511406,.16869372,.74258828,.71200389,.47231865,.56828272,,,,29127.92
2006,White,0,3rd Generation,.055132251,.30890724,.86990052,.81691086,.71716005,.60635424,,,,39197.684
2006,White,1,3rd Generation,.041440774,.4372806,.86561751,.81508118,.57992345,.48677209,,,,43268.309
2006,Hispanic,0,3rd Generation,.15387796,.15105584,.73448336,.77600294,.63166249,.64373189,,,,30341.582
2006,Hispanic,1,3rd Generation,.1385061,.1790227,.7698915,.77019733,.5255118,.5486716,,,,33982.574
2006,White,0,All,.05507648,.31826615,.86923242,.81506079,.71888578,.60590243,.035343032,.041455667,.92320132,39262.008
2006,White,1,All,.042960554,.44986546,.85987782,.80866003,.595662,.49613661,.091356099,.060418546,.84822536,42660.266
2006,Hispanic,0,All,.31916049,.13555543,.62188965,.76620579,.68225044,.69548488,.57285035,.19730951,.22984017,24304.82
2006,Hispanic,1,All,.36449271,.12169787,.60219002,.74347067,.60260427,.64798224,.61298937,.19480677,.19220386,23360.592
2007,White,0,1st Generation,.097097285,.44082835,.82140732,.79069602,.75943768,.56589675,,,,38175.039
2007,White,1,1st Generation,.064418651,.50951427,.78966975,.77414858,.74100578,.5214411,,,,41144.496
2007,Hispanic,0,1st Generation,.4346042,.099373139,.50078964,.75453961,.73157847,.7124629,,,,23096.17
2007,Hispanic,1,1st Generation,.49934244,.088134177,.47051871,.72844869,.69502449,.69170517,,,,20854.383
2007,White,0,2nd Generation,.038721394,.40002856,.86881107,.82370746,.6862793,.51886708,,,,44861.609
2007,White,1,2nd Generation,.037697695,.5321852,.87406987,.80109888,.56989229,.42331225,,,,49755.453
2007,Hispanic,0,2nd Generation,.1474233,.21036549,.79002261,.77794284,.62842584,.65288335,,,,35266.711
2007,Hispanic,1,2nd Generation,.15577775,.21492153,.72472805,.76397288,.4820725,.54507554,,,,29506.482
2007,White,0,3rd Generation,.056371961,.31712806,.86698967,.81788063,.68660599,.51859063,,,,39733.828
2007,White,1,3rd Generation,.041437875,.4605985,.85968423,.82423156,.56498861,.42756271,,,,44671.168
2007,Hispanic,0,3rd Generation,.11657903,.17081371,.74228734,.79893053,.58547097,.60118538,,,,31740.041
2007,Hispanic,1,3rd Generation,.15865162,.16132669,.75718123,.79640687,.48931068,.56436682,,,,31787.063
2007,White,0,All,.057132754,.3253969,.86535543,.81711286,.68932998,.52038121,.037596751,.043644153,.91875911,39968.941
2007,White,1,All,.043383107,.46948171,.85393608,.8181271,.58188808,.43616667,.094349466,.059620291,.84603024,44671.168
2007,Hispanic,0,All,.30837911,.13686082,.61062205,.76888067,.67924368,.67633384,.58404076,.19648442,.21947482,25862.256
2007,Hispanic,1,All,.3638514,.12784871,.57754165,.74886715,.61211139,.63741624,.60399371,.20020287,.19580342,23511.141
2008,White,0,1st Generation,.060263257,.44828832,.82920569,.81131119,.73961437,.51137191,,,,38122.527
2008,White,1,1st Generation,.056397066,.50958872,.77269369,.73333025,.66730762,.49961784,,,,34294.156
2008,Hispanic,0,1st Generation,.4400703,.10581204,.4938899,.72637171,.72599655,.70948136,,,,22634.143
2008,Hispanic,1,1st Generation,.47949919,.089361131,.49447212,.7274431,.68740404,.6567384,,,,19433.355
2008,White,0,2nd Generation,.03018038,.43907967,.91136062,.81691712,.65958673,.4761939,,,,45725.543
2008,White,1,2nd Generation,.03754067,.49664757,.88220298,.81418586,.47815391,.39353755,,,,46870.965
2008,Hispanic,0,2nd Generation,.12820001,.20579433,.76406175,.80936819,.61524957,.64644521,,,,35711.648
2008,Hispanic,1,2nd Generation,.13873747,.22588888,.75024033,.78825587,.45290729,.55889976,,,,30864.74
2008,White,0,3rd Generation,.052863285,.3256532,.87106758,.81241125,.67907375,.50973052,,,,40009.848
2008,White,1,3rd Generation,.033655759,.47071883,.86216086,.82187426,.5432899,.38175124,,,,43901.094
2008,Hispanic,0,3rd Generation,.14823709,.14714502,.76418555,.76656282,.59149081,.61006123,,,,30864.74
2008,Hispanic,1,3rd Generation,.14607152,.18178548,.73409665,.76016617,.48616749,.50248808,,,,28578.463
2008,White,0,All,.052185252,.3346948,.87125552,.81255901,.68040931,.50839883,.035399053,.041440286,.92316067,40009.848
2008,White,1,All,.036124691,.47620577,.85476816,.81274992,.55108386,.39399913,.097344883,.065685637,.83696949,43439.266
2008,Hispanic,0,All,.3108319,.13604833,.60959631,.7527318,.67348444,.67469108,.57182854,.21379077,.21438068,26292.186
2008,Hispanic,1,All,.34056258,.13622892,.59648108,.74651426,.59782392,.60434091,.58767653,.19860277,.21372068,22862.771
2009,White,0,1st Generation,.048708469,.50150341,.82794815,.77184635,.76755106,.53433555,,,,37429.023
2009,White,1,1st Generation,.062461372,.50612879,.80273902,.74965835,.68275446,.4523707,,,,33025.609
2009,Hispanic,0,1st Generation,.44499645,.097658724,.48212573,.70701748,.71278316,.72480822,,,,22017.072
2009,Hispanic,1,1st Generation,.47916892,.099219061,.50173885,.68548155,.67062902,.66785043,,,,18054
2009,White,0,2nd Generation,.038674895,.40876928,.8865788,.77668446,.6453774,.42370522,,,,44034.145
2009,White,1,2nd Generation,.035414532,.53932983,.87199414,.78287888,.49457705,.35838005,,,,44037.449
2009,Hispanic,0,2nd Generation,.14216188,.19985323,.75839454,.74591619,.62020814,.67053849,,,,33025.609
2009,Hispanic,1,2nd Generation,.17521693,.19918926,.73675984,.72135377,.45257452,.53716785,,,,27521.34
2009,White,0,3rd Generation,.054262467,.31463188,.86357546,.77843404,.67767501,.51574171,,,,38005.871
2009,White,1,3rd Generation,.034734473,.46975923,.85413992,.7915861,.53735471,.37381434,,,,41837.941
2009,Hispanic,0,3rd Generation,.13971238,.13348001,.73277539,.72944462,.57199669,.59624112,,,,30383.561
2009,Hispanic,1,3rd Generation,.13505892,.17970648,.77555776,.73684573,.50781691,.53604746,,,,29723.047
2009,White,0,All,.053402446,.32540062,.86325127,.77812064,.6795792,.51253211,.036358468,.042218678,.92142284,38529.875
2009,White,1,All,.037341435,.47753763,.85052025,.78715658,.54808432,.38009858,.092466161,.063467301,.84406656,41287.516
2009,Hispanic,0,All,.31161153,.12733144,.59745163,.72031891,.661174,.68404561,.56139159,.21034387,.22826453,25319.633
2009,Hispanic,1,All,.34385875,.13705401,.60794342,.70364422,.59070385,.61296809,.58178204,.21422368,.20399424,22017.072
2010,White,0,1st Generation,.068089068,.46828601,.78307432,.74143755,.76585752,.55475539,,,,30931.473
2010,White,1,1st Generation,.07398399,.50775242,.76070368,.76827455,.65137881,.43012184,,,,36499.137
2010,Hispanic,0,1st Generation,.41953573,.11256133,.4701353,.69643813,.67921692,.71740329,,,,19887.832
2010,Hispanic,1,1st Generation,.4716531,.10932641,.45469743,.68053627,.64951509,.70033139,,,,17233.248
2010,White,0,2nd Generation,.050508205,.41458365,.85979277,.77352446,.63548368,.45634788,,,,42372.801
2010,White,1,2nd Generation,.032259062,.55504256,.83606935,.77202392,.49621826,.34392348,,,,44187.816
2010,Hispanic,0,2nd Generation,.13200979,.20849092,.71291238,.74195558,.59153318,.66833234,,,,28733.129
2010,Hispanic,1,2nd Generation,.15334706,.23290676,.70393771,.7334643,.4193221,.56574976,,,,29605.838
2010,White,0,3rd Generation,.053438041,.31459084,.83830297,.77247,.66319352,.51181948,,,,37007.297
2010,White,1,3rd Generation,.036349554,.47158822,.83077592,.77728653,.52820337,.38479409,,,,41426.078
2010,Hispanic,0,3rd Generation,.11784738,.15454964,.71085966,.72085267,.53319293,.58074009,,,,28943.02
2010,Hispanic,1,3rd Generation,.12814906,.20450069,.72347671,.69032431,.46886429,.54537916,,,,29826.777
2010,White,0,All,.053886596,.32493582,.83706272,.77129769,.66602695,.51111144,.03924254,.043138839,.91761863,36863.688
2010,White,1,All,.039348491,.480216,.82503939,.77615798,.53679591,.38604259,.086832844,.065754697,.84741247,41012.922
2010,Hispanic,0,All,.29055154,.14229353,.57586837,.71156412,.62763339,.67607766,.56256801,.21069509,.22673689,23281.457
2010,Hispanic,1,All,.33284467,.1558103,.5633502,.69443667,.56227595,.63975757,.5792706,.22675671,.19397266,21545.98
2011,White,0,1st Generation,.067239024,.43934897,.79835027,.73497218,.76270145,.53756869,,,,32613.176
2011,White,1,1st Generation,.076054417,.54915059,.76735729,.75717866,.69432813,.47471705,,,,35875.578
2011,Hispanic,0,1st Generation,.40928394,.10400905,.49797022,.69402677,.68473434,.70783901,,,,19567.904
2011,Hispanic,1,1st Generation,.48355603,.089485817,.45562536,.6954568,.62473452,.68298882,,,,17393.693
2011,White,0,2nd Generation,.038640223,.41835931,.86610746,.80025375,.63776612,.46904734,,,,39264.09
2011,White,1,2nd Generation,.034519911,.58945233,.84835166,.81658345,.48106632,.37064844,,,,43538.59
2011,Hispanic,0,2nd Generation,.11490752,.216224,.75257707,.75914598,.55174232,.64714223,,,,29351.857
2011,Hispanic,1,2nd Generation,.1740849,.21268265,.74616152,.71951044,.44199917,.53470463,,,,27177.646
2011,White,0,3rd Generation,.052342143,.32769608,.83763462,.77434158,.65563142,.50476998,,,,36200.625
2011,White,1,3rd Generation,.03415421,.49631926,.83834177,.78642303,.50943774,.3598592,,,,41527.441
2011,Hispanic,0,3rd Generation,.12038764,.1553468,.71662712,.69926506,.53911895,.6105727,,,,27177.646
2011,Hispanic,1,3rd Generation,.13257195,.20604947,.7722736,.69055057,.46436739,.53387749,,,,27177.646
2011,White,0,All,.052359786,.33583191,.83727098,.77386862,.65909511,.50457895,.039256316,.041392136,.91935152,36237.586
2011,White,1,All,.037819535,.50745791,.83287972,.78600377,.52350283,.37059495,.086863719,.070324421,.84281188,41310.023
2011,Hispanic,0,All,.27704209,.14091399,.60517681,.70980251,.62152213,.67191195,.54649651,.22377986,.22972366,22611.801
2011,Hispanic,1,All,.34391659,.14047645,.58416742,.6999197,.55158883,.61986524,.57541406,.22603726,.19854867,20655.012
2012,White,0,1st Generation,.041079182,.47386372,.80579329,.76998633,.77623314,.53234833,,,,33723.973
2012,White,1,1st Generation,.054066416,.55085051,.73597491,.7090199,.64448106,.47134665,,,,31616.223
2012,Hispanic,0,1st Generation,.38293746,.12002533,.50926661,.71983725,.69151407,.70861316,,,,20761.32
2012,Hispanic,1,1st Generation,.44492662,.11042728,.44867751,.70207489,.63426989,.66952848,,,,17338.336
2012,White,0,2nd Generation,.026043672,.4552626,.87096018,.79569447,.65042293,.50298977,,,,42154.965
2012,White,1,2nd Generation,.033023324,.59234107,.81562603,.82076252,.50122535,.38785604,,,,44262.711
2012,Hispanic,0,2nd Generation,.13434313,.22681299,.73394358,.74028021,.58331138,.63845187,,,,28454.6
2012,Hispanic,1,2nd Generation,.1493542,.22183019,.701594,.70840991,.43791386,.53305465,,,,26346.852
2012,White,0,3rd Generation,.050242063,.32991698,.84538156,.77655536,.65065444,.49446091,,,,36830.793
2012,White,1,3rd Generation,.037477236,.50504524,.83830619,.78276473,.51315272,.36949855,,,,40626.848
2012,Hispanic,0,3rd Generation,.13447775,.1742088,.7415399,.72419554,.52951509,.57694131,,,,27400.727
2012,Hispanic,1,3rd Generation,.11491024,.21119627,.74697298,.72959161,.41856405,.54503012,,,,27400.727
2012,White,0,All,.048933949,.34059709,.84477043,.77703094,.65572697,.49632439,.04046471,.038735684,.92079961,36885.594
2012,White,1,All,.038779669,.5148977,.8271215,.77811819,.52492911,.38036564,.095376372,.062817834,.84180582,40047.215
2012,Hispanic,0,All,.27004084,.15629895,.61309671,.72538227,.62984759,.66243315,.54573411,.22165379,.23261212,23185.23
2012,Hispanic,1,All,.30417177,.15869325,.57234216,.70923418,.54147869,.61018729,.54740208,.24996744,.20263049,20947.855
2013,White,0,1st Generation,.060834985,.46331203,.77923882,.72972047,.79604757,.58012182,,,,33034.094
2013,White,1,1st Generation,.073750153,.49139011,.72935915,.72076887,.64910167,.43526173,,,,28904.832
2013,Hispanic,0,1st Generation,.38376024,.12835847,.50216258,.72103828,.6822626,.7061671,,,,20646.309
2013,Hispanic,1,1st Generation,.44140732,.10957514,.47029898,.70410669,.64178365,.6592893,,,,17549.363
2013,White,0,2nd Generation,.027254272,.48341191,.87177461,.78267109,.63360178,.46908256,,,,42739.926
2013,White,1,2nd Generation,.016796274,.61093873,.8627333,.81606531,.51715612,.36506614,,,,46557.426
2013,Hispanic,0,2nd Generation,.10907774,.22993746,.74866527,.74896431,.5453161,.60946029,,,,27898.324
2013,Hispanic,1,2nd Generation,.13017552,.22237778,.75295699,.73254609,.44820422,.47505915,,,,26841.234
2013,White,0,3rd Generation,.049676344,.33852893,.84279728,.77928311,.64029253,.49867845,,,,36131.039
2013,White,1,3rd Generation,.033365063,.51281822,.84231734,.79648948,.50376838,.37292966,,,,39244.504
2013,Hispanic,0,3rd Generation,.1132587,.18524937,.7304014,.72110033,.51217943,.55267161,,,,27872.518
2013,Hispanic,1,3rd Generation,.12176631,.22018789,.74845386,.72909784,.43907383,.56135041,,,,26840.201
2013,White,0,All,.049181495,.34930021,.8415466,.77751619,.64600831,.50059164,.038467698,.041213684,.9203186,36131.039
2013,White,1,All,.036054935,.51679343,.83322567,.79075116,.51786417,.37815237,.091418035,.060478345,.84810364,39227.988
2013,Hispanic,0,All,.25826317,.16472492,.61140662,.72740966,.61149532,.64842117,.53957617,.22763407,.23278974,22814.172
2013,Hispanic,1,All,.29974505,.15984434,.59646422,.71618611,.55287254,.59416223,.55037791,.2444232,.2051989,20646.309
2014,White,0,1st Generation,.069713108,.50342417,.8067227,.75294769,.79836178,.57257193,,,,37648.742
2014,White,1,1st Generation,.078804418,.57672143,.75450969,.75055063,.68364239,.49554366,,,,30526.008
2014,Hispanic,0,1st Generation,.40245086,.12957107,.57255346,.72908682,.68386024,.68948585,,,,20350.672
2014,Hispanic,1,1st Generation,.46090126,.1040657,.55594331,.7119835,.63992983,.68271822,,,,18519.111
2014,White,0,2nd Generation,.027497102,.45348436,.86991,.79224837,.61679918,.45691264,,,,40994.395
2014,White,1,2nd Generation,.035028715,.56112599,.87371457,.81880301,.45454994,.36660802,,,,42738.445
2014,Hispanic,0,2nd Generation,.1039399,.27554196,.77775639,.76040375,.54007441,.57699883,,,,27982.174
2014,Hispanic,1,2nd Generation,.11491072,.18524469,.77682126,.77635372,.42289257,.50862139,,,,27473.408
2014,White,0,3rd Generation,.046334021,.34467965,.86080641,.783858,.63900322,.49810585,,,,35618.766
2014,White,1,3rd Generation,.031541679,.5200367,.85946339,.80276006,.50016236,.39783475,,,,40701.344
2014,Hispanic,0,3rd Generation,.1033171,.19579224,.78592819,.73007876,.50780088,.5863719,,,,27690.143
2014,Hispanic,1,3rd Generation,.14610861,.21250118,.77269638,.71886963,.40276149,.53933525,,,,27473.408
2014,White,0,All,.046445992,.35518348,.85912836,.78303015,.64413768,.49923658,.037954796,.041162729,.92088246,35659.465
2014,White,1,All,.036426529,.52820593,.84999281,.79860944,.515423,.40552723,.098736323,.062604077,.83865958,40701.344
2014,Hispanic,0,All,.2587322,.17994826,.6732738,.73660964,.60668594,.63771719,.51906675,.23234212,.24859114,23403.273
2014,Hispanic,1,All,.31214613,.14562012,.6539458,.72971588,.53897852,.61075598,.5527119,.25489298,.19239514,20352.707
2015,White,0,1st Generation,.048073735,.52053744,.87323165,.7618407,.76522171,.57588792,,,,35040.254
2015,White,1,1st Generation,.031274866,.55400544,.84674114,.7168479,.67879152,.46727633,,,,30300.809
2015,Hispanic,0,1st Generation,.40422088,.12591733,.63136238,.72863799,.69083148,.67838043,,,,20023.002
2015,Hispanic,1,1st Generation,.43932706,.11817697,.6331352,.72650307,.62825215,.64325744,,,,20023.002
2015,White,0,2nd Generation,.023497362,.47640875,.91368371,.81056482,.61234814,.51121157,,,,40746.809
2015,White,1,2nd Generation,.011869787,.63546026,.92377394,.84090799,.54399115,.37489551,,,,44966.656
2015,Hispanic,0,2nd Generation,.10274894,.22405456,.84552145,.78473824,.5342316,.61418205,,,,29033.352
2015,Hispanic,1,2nd Generation,.095561936,.22084801,.82119799,.77116567,.45279613,.51547271,,,,30034.502
2015,White,0,3rd Generation,.047065705,.35433108,.88805032,.78894281,.63920295,.50544828,,,,36044.406
2015,White,1,3rd Generation,.027229631,.5516867,.89654768,.81681883,.52239823,.38402686,,,,42548.879
2015,Hispanic,0,3rd Generation,.12905268,.18912162,.84332305,.72121084,.52312934,.57445019,,,,28032.203
2015,Hispanic,1,3rd Generation,.11171151,.23840308,.80813444,.72421384,.451125,.50161672,,,,26192.088
2015,White,0,All,.046164367,.36506882,.88854486,.78884292,.64259672,.5081712,.03540308,.039757654,.92483926,36071.438
2015,White,1,All,.026689228,.55707908,.89323002,.80827749,.53941131,.39181268,.10027974,.061593067,.8381272,42048.305
2015,Hispanic,0,All,.27412197,.16282691,.72718364,.7407499,.61814147,.64132208,.55045152,.24321404,.20633447,23026.451
2015,Hispanic,1,All,.28599349,.16867833,.71612984,.73699248,.54790676,.58208406,.54407954,.2456376,.21028285,23188.639
2016,White,0,1st Generation,.0402954,.52781326,.87003922,.7701571,.7801128,.57655692,,,,38400
2016,White,1,1st Generation,.041305091,.65116245,.83770782,.77217245,.65665281,.44612515,,,,35081
2016,Hispanic,0,1st Generation,.37665766,.12291267,.69756138,.74232727,.67731863,.67774945,,,,21000
2016,Hispanic,1,1st Generation,.39535967,.11386289,.67805117,.74953443,.62472409,.65807623,,,,21001
2016,White,0,2nd Generation,.019298179,.47425118,.92034024,.83036625,.61151689,.50460082,,,,40000
2016,White,1,2nd Generation,.0041500465,.6172089,.92055613,.84853095,.43455619,.30861431,,,,50152
2016,Hispanic,0,2nd Generation,.095472448,.23302379,.86590254,.77327162,.50156236,.58652562,,,,30000
2016,Hispanic,1,2nd Generation,.10522725,.25016379,.87746954,.76832253,.42633253,.50163114,,,,28005
2016,White,0,3rd Generation,.04707538,.36459416,.9004488,.79960382,.63906693,.50418043,,,,38004
2016,White,1,3rd Generation,.026863078,.54761118,.90612847,.81620777,.50437659,.35850602,,,,45005
2016,Hispanic,0,3rd Generation,.099625386,.20406158,.85410476,.74449521,.51829708,.57471502,,,,30000
2016,Hispanic,1,3rd Generation,.099868938,.27720985,.84838378,.7594822,.43563783,.50311106,,,,27492
